address,available_from,balcony,closest_shop,contruction_year,dishwasher,dryer,elevator,floors,highway,kindergarten,parking_ext,parking_int,price,prim_school,public_transp,rooms,secon_school,sq_meters,tv,type,wash_m
1008 Prilly,31.03.2024,True,,2008,True,,True,Non disponible,,,True,True,820'000,,,3.5,,Non disponible,,Appartement,
1020 Renens VD,À convenir,,,Non disponible,,,,Non disponible,,,True,,129'000,,,Non disponible,,Non disponible,,Local commercial,
1000 Lausanne 25,À convenir,,,Non disponible,,,,Non disponible,,,,,250'000,,,Non disponible,,Non disponible,,Local commercial,
1000 Lausanne,À convenir,,,Non disponible,,,,Non disponible,,,,,sur demande,,,123,,1'234,,Ferme,
1052 Le Mont-sur-Lausanne,À convenir,,,2013,,,,EG,,,,,1'750'000,,,4.5,,155,,Appartement,
1010 Lausanne,À convenir,,,Non disponible,,,,Non disponible,500,,True,True,sur demande,,300,Non disponible,,Non disponible,,Local commercial,
1052 Le Mont-sur-Lausanne,À convenir,,,2013,,,,EG,,,,True,1'750'000,,,4.5,,168,,Appartement avec terrasse,
1052 Le Mont-sur-Lausanne,Immédiate,,,2013,,,,Non disponible,,,,True,1'750'000,,,4.5,,150,,Appartement,
1004 Lausanne,À convenir,,,Non disponible,,,,Non disponible,,,,,34'000,,,Non disponible,,Non disponible,,Local commercial,
Crissier 1023 Crissier,23.10.2023,True,30,2022,,,,2. étage,,,True,,1'080'000,,100,3.5,,98,,Appartement,
1020 Renens VD,À convenir,,,Non disponible,,,,Non disponible,,,,,215'000,,,Non disponible,,Non disponible,,Local commercial,
1000 Lausanne,À convenir,,,Non disponible,,,,Non disponible,,,,,480'000,,,Non disponible,,Non disponible,,Local commercial,
1302 Vufflens-la-Ville,À convenir,,,1995,,,,Non disponible,,,True,True,2'490'000,,,8.5,,290,,Villa,
1073 Savigny,À convenir,,,Non disponible,,,,Non disponible,,,,,3'000'000,,,10,,Non disponible,,Villa,
1009 Pully,Immédiate,,,1989,,,,Non disponible,,,,,6'900'000,,,8,,350,,Maison,
1003 Lausanne,Immédiate,,,Non disponible,,,,Non disponible,,,,,640'000,,,Non disponible,,Non disponible,,Local commercial,
1000 Lausanne,À convenir,,,Non disponible,,,,EG,,,True,True,250'000,,,Non disponible,,Non disponible,,Local commercial,
1010 Lausanne,À convenir,True,,Non disponible,,,,Non disponible,,,,,3'250'000,,,12,,310,True,Maison,
1005 Lausanne,À convenir,True,1000,1973,,,True,1. étage,5800,500,,,6'500'000,1000,40,9,1400,284,,Appartement,
1012 Lausanne,À convenir,,,1967,True,,True,Non disponible,,,,,590'000,,,3.5,,Non disponible,,Appartement,
1093 La Conversion,31.10.2023,,,1980,,,,Non disponible,,,,,2'850'000,,,6.5,,Non disponible,,Maison,
1009 Pully,À convenir,True,,Non disponible,,,,Non disponible,,,True,,4'900'000,,,9.5,,400,,Maison,
1054 Morrens VD,À convenir,True,,1984,,,,1. étage,,,True,True,750'000,,,5.5,,139,,Appartement,
1054 Morrens VD,À convenir,True,,1984,,,,1. étage,,,True,True,750'000,,,4.5,,139,,Appartement,
1005 Lausanne,30.06.2022,,,1906,,,True,Non disponible,,,,True,8'800'000,,,10,,380,,Maison,
1052 Le Mont-sur-Lausanne,À convenir,,,2004,,,,4. étage,,,True,,3'950'000,,,15,,400,,Maison,
1000 Lausanne 25,À convenir,True,,1958,,,,Non disponible,,,,True,15'000'000,,,Non disponible,,850,,Maison,
1000 Lausanne 25,À convenir,,,1958,,True,,Non disponible,,,,,15'000'000,,,Non disponible,,Non disponible,,Autre,True
1066 Epalinges,À convenir,,1200,1963,,,,Non disponible,,,,,3'800'000,,,8,,250,,Maison,
1008 Jouxtens-Mézery,À convenir,,,2011,,,,Non disponible,,,,True,6'300'000,,,8.5,,Non disponible,,Maison,
1096 Cully,À convenir,,,Non disponible,,,,Non disponible,,,True,,2'640'000,,,5,,Non disponible,,Immeuble,
1095 Lutry,À convenir,True,,Non disponible,,,,Non disponible,,,True,True,6'600'000,,500,7,,320,True,Maison,
1090 Cully,À convenir,,,Non disponible,,,,Non disponible,,,,,2'640'000,,,5,,Non disponible,,Local commercial,
1095 Lutry,À convenir,,,1916,,,True,Non disponible,,,True,,3'250'000,,,12,,Non disponible,,Maison,
1093 Lutry,À convenir,,,1916,,,True,Non disponible,,,True,,3'250'000,,,12,,Non disponible,,Maison,
1093 La Conversion,À convenir,True,102,1916,,,True,Non disponible,,,,True,3'250'000,165,,11,,332,,Maison,
1093 La Conversion,Immédiate,True,,1916,,,True,Non disponible,,,True,,3'250'000,,,10.5,,333,,Maison,
1000 Lausanne,Immédiate,,,1997,,,,Non disponible,,,,,1'700'000,,,Non disponible,,Non disponible,,Local commercial,
1066 Epalinges,À convenir,,,2003,,,,Non disponible,,,,,3'990'000,,,7.5,,248,,Maison,
1012 Lausanne,Immédiate,True,2000,1995,,,,Non disponible,5000,,,True,sur demande,,700,8.5,1500,450,,Maison,
1096 Villette (Lavaux),À convenir,True,1372,1996,,,,Non disponible,,,,True,7'500'000,913,,8,,300,,Maison,
1091 Grandvaux,À convenir,True,,1750,,,,Non disponible,,,,True,5'950'000,1350,,7,,465,,Maison,
1025 St-Sulpice VD,À convenir,,,Non disponible,,,,Non disponible,,,,,7'500'000,,,Non disponible,,250,,Villa,
1095 Lutry,À convenir,,,1970,,,,Non disponible,,,True,,4'650'000,,,7,,Non disponible,,Maison,
1010 Lausanne,À convenir,,,1984,,,,Non disponible,,,,,2'900'000,,,Non disponible,,Non disponible,,Local commercial,
1010 Lausanne,À convenir,,,Non disponible,,,,Non disponible,,,,,sur demande,,,3.5,,70,,Appartement,
1091 Grandvaux,À convenir,,,1550,,,,4. étage,,,,,sur demande,,,11.5,,400,,Maison,
Vufflens-la-Ville 1302 Vufflens-la-Ville,Immédiate,,1857,1750,,,,2. étage,2330,255,True,True,1'390'000,255,58,4.5,3022,179,,Duplex,
1012 Lausanne,À convenir,True,,1967,,,True,Non disponible,,,,True,sur demande,,,3.5,,65,,Appartement,
1000 Lausanne,À convenir,,,Non disponible,,,,Non disponible,,,,,sur demande,,,Non disponible,,Non disponible,,Local commercial,
1096 Villette (Lavaux),À convenir,,,1996,,,,3. étage,,,True,,7'500'000,,,8,,300,,Maison,
Route de Genève 5 1033 Cheseaux-sur-Lausanne,À convenir,True,,2020,,,True,1. étage,,,True,,395'000,,,1.5,,37,,Appartement,
1012 Lausanne,À convenir,True,500,2003,,,,Non disponible,,,,,4'150'000,300,,7,300,330,,Maison,
1005 Lausanne,À convenir,,,Non disponible,,,,EG,,,,,70'000,,,1,,Non disponible,,Local commercial,
1066 Epalinges,À convenir,,953,1961,,,,Non disponible,2668,,,,2'200'000,,,Non disponible,,190,,Maison,
1004 Lausanne,À convenir,,,2013,,,True,2. étage,,,True,,935'000,,,3.5,,100,,Appartement,
Avenue du Temple 45 1012 Lausanne,À convenir,,,Non disponible,,,,Non disponible,,,,,1'350'000,,,3,,86,,Appartement,
1095 Lutry,Immédiate,,,2000,,,,Non disponible,,,True,True,sur demande,,,6.5,,220,,Villa,
1091 Grandvaux,01.10.2022,,,2022,,,True,Non disponible,,,,True,6'690'000,,,7,,Non disponible,,Autre,
1091 Grandvaux,01.10.2022,True,,2022,,True,True,Non disponible,,,True,,3'790'000,,,7,,Non disponible,,Autre,True
Crissier 1023 Crissier,23.10.2023,True,30,2022,,,,2. étage,,,True,,1'170'000,,100,4,,104,,Appartement mansardé,
1095 Lutry,À convenir,,,1989,,,,Non disponible,,,,True,2'300'000,,,5.5,,204,,Appartement,
1020 Renens VD,À convenir,,,Non disponible,,,,EG,,,True,True,220'000,,,Non disponible,,Non disponible,,Local commercial,
Bussigny 1030 Bussigny,Immédiate,True,676,1989,,,True,2. étage,523,78,True,True,1'125'000,78,75,4.5,721,136,,Duplex,
1004 Lausanne,À convenir,,,Non disponible,,,,Non disponible,,,True,,885'000,,,Non disponible,,Non disponible,,Local commercial,
1052 Le Mont-sur-Lausanne,30.08.2024,True,,2021,,,,2. étage,,,,True,790'000,,,3.5,,88,,Appartement,
Chemin de Veilloud 13 1024 Ecublens VD,À convenir,True,,2022,,,True,EG,,,,,1'210'000,,,4.5,,87,,Appartement,
1003 Lausanne,À convenir,,,Non disponible,,,,EG,,,,,119'000,,,2.5,,Non disponible,,Local commercial,
1008 Prilly,Immédiate,,,Non disponible,,,,Non disponible,,,,,238'000,,,5.5,,Non disponible,,Local commercial,
Lausanne 1007 Lausanne,À convenir,True,45,1966,,,True,1. étage,413,391,,,1'300'000,118,131,5.5,952,146,,Appartement,
Chemin du Stand 2 1009 Pully,À convenir,True,,2021,,,True,1. étage,,,,,2'290'000,,,6.5,,187,,Appartement,
Crissier 1023 Crissier,23.10.2023,,30,2022,,,,Non disponible,,,True,,920'000,,100,3,,88,,Appartement mansardé,
Crissier 1023 Crissier,23.10.2023,,30,2022,,,,1. étage,,,True,,710'000,,100,2,,67,,Appartement,
1008 Jouxtens-Mézery,À convenir,,,2004,,,,Non disponible,,,,,2'990'000,,,7,,238,,Maison,
1052 Le Mont-sur-Lausanne,À convenir,,,1733,,,,4. étage,,,,,4'900'000,,,10,,668,,Maison,
1054 Morrens VD,À convenir,True,,2015,,,,1. étage,,,True,True,860'000,,,4.5,,98,,Appartement,
1009 Pully,À convenir,True,,2018,,,True,2. étage,,,True,,3'890'000,,,4.5,,185,,Appartement,
1009 Pully,À convenir,True,,2018,,,True,1. étage,,,True,,4'290'000,,,5,,216,,Appartement,
1004 Lausanne,À convenir,,,Non disponible,,,,Non disponible,,,,,285'000,,,Non disponible,,Non disponible,True,Local commercial,
1008 Jouxtens-Mézery,À convenir,,,2003,,,,Non disponible,,,,,2'990'000,,,7.5,,238,,Maison,
Crissier 1023 Crissier,23.10.2023,,30,2022,,,,Non disponible,,,True,,895'000,,100,3,,86,,Appartement mansardé,
1007 Lausanne,À convenir,,,Non disponible,,,,EG,,,,,95'000,,,1,,Non disponible,,Local commercial,
1007 Lausanne,À convenir,,,Non disponible,,,,EG,,,,,95'000,,,1,,Non disponible,,Local commercial,
1095 Lutry,À convenir,True,,2012,,,True,Non disponible,,,True,True,sur demande,,,11,,614,,Maison,
1055 Froideville,À convenir,,,1900,,,,Non disponible,,,True,True,sur demande,,,Non disponible,,Non disponible,,Immeuble,
1007 Lausanne,À convenir,,,Non disponible,,,,Non disponible,,,True,,2'640'000,,,5,,184,,Maison jumelée,
1018 Lausanne,À convenir,,,2022,,,,Non disponible,,,,,885'000,,,3.5,,Non disponible,,Appartement,
1029 Villars-Ste-Croix,À convenir,True,,2016,,,,2. étage,,,,True,1'156'000,,,4.5,,122,,Appartement,
1005 Lausanne,À convenir,,,Non disponible,,,,Non disponible,,,,,265'000,,,Non disponible,,Non disponible,,Local commercial,
1004 Lausanne,À convenir,,,Non disponible,,,,Non disponible,,,,,sur demande,,,Non disponible,,Non disponible,,Local commercial,
1010 Lausanne,À convenir,,,Non disponible,,,,Non disponible,,,,,sur demande,,,21,,1'400,,Maison,
1008 Jouxtens-Mézery,À convenir,True,,1988,,,,Non disponible,,,,,sur demande,,,10.5,,550,True,Maison,
1091 Grandvaux,À convenir,True,,Non disponible,,,,Non disponible,,,,,1'495'000,,,4.5,,118,,Appartement,
1091 Grandvaux,À convenir,True,,Non disponible,,,,Non disponible,,,,,1'085'000,,,3,,90,,Appartement,
1005 Lausanne,À convenir,,1300,1847,,,,Non disponible,,,,,sur demande,2000,,16,,650,,Maison,
1091 Grandvaux,30.09.2023,True,,Non disponible,,,,Non disponible,,,,,1'085'000,,,3,,Non disponible,,Appartement,
1052 Le Mont-sur-Lausanne,À convenir,True,,1733,,,,Non disponible,,,,,4'900'000,,,14,,668,,Maison,
1008 Jouxtens-Mézery,À convenir,True,,1990,,,,Non disponible,,,,True,sur demande,280,,8,,Non disponible,,Maison,
1008 Jouxtens-Mézery,À convenir,True,,1990,True,True,,Non disponible,,,,True,sur demande,,,8,,Non disponible,True,Maison,True
1032 Romanel-sur-Lausanne,À convenir,True,,2022,,,True,1. étage,,,,True,530'000,,,2,,51,,Appartement,
1052 Le Mont-sur-Lausanne,Immédiate,,,1733,,,,Non disponible,,,,,4'900'000,,,15,,246,,Maison,
1018 Lausanne,À convenir,,,Non disponible,,,,Non disponible,,,,,730'000,,,2.5,,Non disponible,,Appartement,
Avenue du Temple 45 1012 Lausanne,À convenir,,,Non disponible,,,,Non disponible,,,,,860'000,,,2,,62,,Appartement,
Avenue du Temple 45 1012 Lausanne,À convenir,,,Non disponible,,,,Non disponible,,,,,1'750'000,,,4.5,,128,,Appartement,
1004 Lausanne,Immédiate,,,Non disponible,,,,Non disponible,,,,,415'000,,,Non disponible,,Non disponible,,Local commercial,
1007 Lausanne,Immédiate,,,Non disponible,,,,Non disponible,,,,,730'000,,,Non disponible,,Non disponible,,Local commercial,
1052 Le Mont-sur-Lausanne,À convenir,,,1733,,,,Non disponible,,,True,,4'900'000,,,Non disponible,,Non disponible,,Autre,
Route du Pavement 1018 Lausanne,À convenir,,,Non disponible,,,,1. étage,,,,,790'000,,,2.5,,64,,Appartement,
Route du Pavement 1018 Lausanne,À convenir,,,Non disponible,,,,4. étage,,,,,895'000,,,2.5,,57,,Attique,
Route du Pavement 1018 Lausanne,À convenir,,,Non disponible,,,,3. étage,,,,,730'000,,,2.5,,64,,Appartement,
Route du Pavement 1018 Lausanne,À convenir,,,Non disponible,,,,2. étage,,,,,810'000,,,2.5,,64,,Appartement,
Route du Pavement 1018 Lausanne,À convenir,,,Non disponible,,,,Non disponible,,,,,995'000,,,3.5,,84,,Appartement,
1091 Grandvaux,À convenir,,,Non disponible,,,,Non disponible,,,,,215'000,,,Non disponible,,Non disponible,,Local commercial,
1003 Lausanne,À convenir,,,Non disponible,,,,Non disponible,,,,,435'000,,,Non disponible,,Non disponible,,Local commercial,
1030 Bussigny,À convenir,,,Non disponible,,,,Non disponible,,,,,295'000,,,Non disponible,,Non disponible,,Local commercial,
1005 Lausanne,Immédiate,True,,2007,,,True,2. étage,,,,True,3'400'000,,,7,,205,,Attique,
1012 Lausanne,À convenir,True,,1995,,,,Non disponible,,,,,8'500'000,,,7.5,,350,,Maison,
1052 Le Mont-sur-Lausanne,À convenir,True,,1733,,,,Non disponible,,,True,,4'900'000,,,12,,668,,Maison,
5 avenue de la vignette 1522 Lucens 1000 Lausanne,01.11.2022,True,150,2022,,,True,2. étage,,350,True,True,760'000,350,350,4.5,5480,124,True,Appartement,
1006 Lausanne,À convenir,True,450,1913,,,True,4. étage,2800,700,True,,sur demande,550,50,5.5,500,202,,Duplex,
1009 Pully,À convenir,True,145,1997,,,,Non disponible,,,,True,sur demande,40,,10,,400,,Maison,
Avenue du Prieuré 19/21 1009 Pully,À convenir,True,,2022,,,True,2. étage,,,,,1'390'000,,,4.5,,91,,Appartement,
1032 Romanel-sur-Lausanne,À convenir,True,,2022,,,True,1. étage,,,,True,875'000,,,3.5,,97,,Appartement,
1066 Epalinges,À convenir,,,1982,,,,Non disponible,,,,,2'200'000,,,Non disponible,,255,,Maison,
1095 Lutry,À convenir,,,1995,,,True,Non disponible,,,,True,4'750'000,,,8,,Non disponible,,Maison,
1008 Jouxtens-Mézery,À convenir,True,298,1995,,,,Non disponible,,,True,True,sur demande,726,,11,,470,True,Maison,
1008 Jouxtens-Mézery,À convenir,True,,1995,True,True,,Non disponible,,,True,True,sur demande,,,11,,Non disponible,True,Maison,True
1004 Lausanne,À convenir,,,Non disponible,,,,Non disponible,,,,,770'000,,,Non disponible,,Non disponible,,Local commercial,
1023 Crissier,À convenir,,,Non disponible,,,,Non disponible,,,,,600'000,,,Non disponible,,Non disponible,,Local commercial,
1091 Bourg-en-Lavaux,À convenir,,,Non disponible,,,,Non disponible,,,True,,2'640'000,,,5,,184,,Maison jumelée,
1026 Echandens,À convenir,True,,1987,,,,Non disponible,,,True,,2'600'000,,,Non disponible,,Non disponible,,Autre,
1004 Lausanne,À convenir,,,Non disponible,,,,Non disponible,,,,,150'000,,,Non disponible,,Non disponible,,Local commercial,
Avenue de Cour 155 1007 Lausanne,À convenir,True,,1970,,,True,Non disponible,,,,,sur demande,,,4.5,,116,,Appartement,
1091 Grandvaux,À convenir,,,1500,,,,Non disponible,,,,,3'300'000,,,11.5,,400,,Maison,
1091 Grandvaux,À convenir,,,Non disponible,,,,Non disponible,,,,,sur demande,,,11.5,,400,,Maison,
1052 Le Mont-sur-Lausanne,30.08.2024,True,,2021,,,,1. étage,,,,True,640'000,,,2.5,,61,,Appartement,
1000 Lausanne,Immédiate,,,Non disponible,,,,Non disponible,,,,,1'000'000,,,Non disponible,,Non disponible,,Local commercial,
Sur demande 0 1095 Lutry,À convenir,,,1979,,,,Non disponible,,,,,2'990'000,,,7,,229,,Maison,
1000 Lausanne,Immédiate,,,Non disponible,,,,Non disponible,,,,,1'550'000,,,Non disponible,,Non disponible,,Local commercial,
1000 Lausanne,Immédiate,,,Non disponible,,,,Non disponible,,,,,75'000,,,Non disponible,,Non disponible,,Local commercial,
Lausanne 1005 Lausanne,Immédiate,True,381,2007,,,True,1. étage,,230,,True,3'400'000,270,138,6.5,451,220,,Attique,
1012 Lausanne,À convenir,,,Non disponible,,,,Non disponible,,,,,220'000,,,Non disponible,,Non disponible,,Local commercial,
1018 Lausanne,À convenir,,,Non disponible,,,,Non disponible,,,,,240'000,,,Non disponible,,Non disponible,,Local commercial,
1020 Renens VD,À convenir,,,Non disponible,,,,Non disponible,,,,,440'000,,,Non disponible,,Non disponible,,Local commercial,
1003 Lausanne,À convenir,,,Non disponible,,,,Non disponible,,,,,170'000,,,Non disponible,,Non disponible,,Local commercial,
1005 Lausanne,À convenir,,,Non disponible,,,,Non disponible,,,,,1'600'000,,,Non disponible,,Non disponible,,Local commercial,
Avenue du Prieuré 19/21 1009 Pully,À convenir,True,,2022,,,True,1. étage,,,,,765'000,,,2.5,,58,,Appartement,
Avenue du Prieuré 19/21 1009 Pully,À convenir,True,,2022,,,True,1. étage,,,,,565'000,,,1.5,,38,,Appartement,
Avenue du Prieuré 19/21 1009 Pully,À convenir,,,2022,,,True,3. étage,,,,,655'000,,,2.5,,46,,Appartement,
Avenue du Prieuré 19/21 1009 Pully,À convenir,True,,2022,,,True,2. étage,,,,,835'000,,,2.5,,60,,Appartement,
1009 Pully,À convenir,True,,2022,,,True,1. étage,,,,,765'000,,,2.5,,Non disponible,,Appartement,
1009 Pully,À convenir,True,,2022,,,True,1. étage,,,,,565'000,,,1.5,,Non disponible,,Appartement,
Avenue du Prieuré 19/21 1009 Pully,À convenir,True,,2022,,,True,2. étage,,,,,575'000,,,1.5,,38,,Appartement,
1009 Pully,À convenir,True,,2022,,,True,2. étage,,,,,835'000,,,2.5,,Non disponible,,Appartement,
Avenue du Prieuré 19/21 1009 Pully,À convenir,True,,2022,,,True,2. étage,,,,,760'000,,,2.5,,46,,Appartement,
Avenue du Prieuré 19/21 1009 Pully,À convenir,,,2022,,,True,2. étage,,,,,630'000,,,2.5,,46,,Appartement,
1009 Pully,À convenir,,,2022,,,True,3. étage,,,,,655'000,,,2.5,,Non disponible,,Appartement,
1012 Lausanne,À convenir,True,,1995,,,,Non disponible,,,True,True,sur demande,,,8.5,,Non disponible,,Maison,
1053 Cugy VD,Immédiate,,,1989,,,,Non disponible,,,,,740'000,,,5.5,,213,,Appartement,
Chemin des Condémines 1028 Préverenges VD,À convenir,True,,2021,,,True,Non disponible,,,,True,sur demande,,,7.5,,355,True,Maison jumelée,
1028 Préverenges,À convenir,True,,2021,True,True,True,Non disponible,,,,True,sur demande,,,7.5,,Non disponible,True,Maison jumelée,True
1000 Lausanne,À convenir,,,Non disponible,,,,EG,,,,,280'000,,,Non disponible,,Non disponible,,Local commercial,
1023 Crissier,À convenir,,,2022,,,True,Non disponible,,,True,True,3'800,,,1,,Non disponible,,Local commercial,
1092 Belmont-sur-Lausanne,À convenir,,,1985,,,,EG,,,True,,1'250'000,,,5,,Non disponible,,Local commercial,
1012 Lausanne,À convenir,True,600,1995,,,,Non disponible,,,True,True,sur demande,800,300,8.5,,360,,Maison,
1005 Lausanne,À convenir,,,Non disponible,,,,Non disponible,,,,,225'000,,,Non disponible,,Non disponible,,Local commercial,
1025 St-Sulpice VD,À convenir,True,,Non disponible,,,,EG,,,,True,1'980'000,,,7,,248,,Appartement,
1025 St-Sulpice VD,Immédiate,True,900,Non disponible,,,,Non disponible,,,,,1'980'000,550,,7,,194,,Appartement,
1025 St-Sulpice VD,Immédiate,True,,Non disponible,,,,Non disponible,,,,,1'980'000,,,7,,Non disponible,,Appartement,
1097 Bourg-en-Lavaux,À convenir,,,Non disponible,,,,Non disponible,,,True,,2'500'000,,,6.5,,Non disponible,,Maison,
1053 Bretigny-sur-Morrens,À convenir,,,1989,,,,1. étage,,,True,,235'000,,,1.5,,45,,Local commercial,
1053 Bretigny-sur-Morrens,À convenir,,,1989,,,,1. étage,,,True,,595'000,,,4.5,,122,,Local commercial,
Route de la Maladière 1022 Chavannes-près-Renens,À convenir,True,10,2021,,,True,Non disponible,800,10,True,True,sur demande,2260,10,3.5,1870,Non disponible,True,Appartement,
Route de la Maladière 1022 Chavannes-près-Renens,À convenir,True,10,2021,,,True,Non disponible,800,10,True,True,sur demande,2260,10,4.5,1870,Non disponible,True,Appartement,
Route de la Maladière 1022 Chavannes-près-Renens,À convenir,True,10,2021,,,True,Non disponible,800,10,True,True,sur demande,2260,10,1.5,1870,Non disponible,True,Appartement,
1090 Lutry,À convenir,,,1970,,,,Non disponible,,,True,,4'650'000,,,7,,Non disponible,,Maison,
1000 Lausanne,Immédiate,,,Non disponible,,,,Non disponible,,,True,,320'000,,,Non disponible,,Non disponible,,Local commercial,
1000 Lausanne,À convenir,,,Non disponible,,,,Non disponible,,,,,19'000'000,,,Non disponible,,Non disponible,,Local commercial,
Route du Bois 1024 Ecublens VD,À convenir,True,,2014,,,True,3. étage,,,True,,1'160'000,,,3.5,,120,,Appartement,
1000 Lausanne,Immédiate,,,Non disponible,,,,Non disponible,,,,,700'000,,,Non disponible,,Non disponible,,Local commercial,
1095 Lutry,Immédiate,True,,2012,,,True,Non disponible,,,,,sur demande,,,11,,Non disponible,True,Appartement,
1095 Lutry,Immédiate,,,2012,,,True,Non disponible,,,,,sur demande,,,11,,595,True,Appartement,
1023 Crissier,À convenir,,,Non disponible,,,True,Non disponible,,,True,,3'800,,,1,,Non disponible,,Local commercial,
1095 Lutry,À convenir,,,Non disponible,,,,Non disponible,,,,,sur demande,,,Non disponible,,Non disponible,,Terrain,
1053 Cugy VD,À convenir,,,1988,,,,1. étage,,,True,,235'000,,,1,,Non disponible,,Local commercial,
Av de la gare 20 1003 Lausanne,Immédiate,,,Non disponible,,,,Non disponible,,,,,9'800'000,,,Non disponible,,Non disponible,,Local commercial,
1092 Belmont-sur-Lausanne,À convenir,True,,Non disponible,,,,Non disponible,,,,,6'000'000,,,7,,Non disponible,True,Maison,
1066 Epalinges,Immédiate,,,Non disponible,,,,Non disponible,,,,,sur demande,,,17,,Non disponible,,Maison,
1024 Ecublens VD,À convenir,True,300,1980,,,,Non disponible,3000,400,True,True,3'490'000,300,400,12,900,360,True,Maison,
